name,lat,log
ayrshire_auchincruive_2014.csv,55.477,-4.565
ayrshire_culzean-castle_2005.csv,55.351,-4.791
ayrshire_culzean-castle_2006.csv,55.351,-4.791
ayrshire_culzean-castle_2007.csv,55.351,-4.791
ayrshire_culzean-castle_2009.csv,55.351,-4.791
ayrshire_culzean-castle_2010.csv,55.351,-4.791
ayrshire_culzean-castle_2011.csv,55.351,-4.791
ayrshire_culzean-castle_2012.csv,55.351,-4.791
ayrshire_culzean-castle_2013.csv,55.351,-4.791
ayrshire_culzean-castle_2014.csv,55.351,-4.791
ayrshire_dalry_2005.csv,55.718,-4.719
ayrshire_drumlamford-house_2005.csv,55.057,-4.681
ayrshire_drumlamford-house_2006.csv,55.057,-4.681
ayrshire_drumlamford-house_2007.csv,55.057,-4.681
ayrshire_girvan_2005.csv,55.243,-4.857
ayrshire_girvan_2006.csv,55.243,-4.857
ayrshire_girvan_2007.csv,55.243,-4.857
ayrshire_girvan_2009.csv,55.243,-4.857
ayrshire_girvan_2010.csv,55.243,-4.857
ayrshire_girvan_2011.csv,55.243,-4.857
ayrshire_girvan_2012.csv,55.243,-4.857
ayrshire_hunterston-no-3_2005.csv,55.723,-4.893
ayrshire_hunterston-no-3_2006.csv,55.723,-4.893
ayrshire_hunterston-no-3_2007.csv,55.723,-4.893
ayrshire_hunterston-no-3_2009.csv,55.723,-4.893
ayrshire_hunterston-no-3_2010.csv,55.723,-4.893
ayrshire_hunterston-no-3_2011.csv,55.723,-4.893
ayrshire_hunterston-no-3_2012.csv,55.723,-4.893
ayrshire_hunterston-no-3_2013.csv,55.723,-4.893
ayrshire_hunterston-no-3_2014.csv,55.723,-4.893
ayrshire_prestwick-gannet_2005.csv,55.515,-4.585
ayrshire_prestwick-gannet_2006.csv,55.515,-4.585
ayrshire_prestwick-gannet_2007.csv,55.515,-4.585
ayrshire_prestwick-gannet_2009.csv,55.515,-4.585
ayrshire_prestwick-gannet_2010.csv,55.515,-4.585
ayrshire_prestwick-gannet_2011.csv,55.515,-4.585
ayrshire_prestwick-gannet_2012.csv,55.515,-4.585
ayrshire_prestwick-gannet_2013.csv,55.515,-4.585
ayrshire_prestwick-gannet_2014.csv,55.515,-4.585
ayrshire_saughall_2005.csv,55.601,-4.226
ayrshire_saughall_2006.csv,55.601,-4.226
ayrshire_saughall_2007.csv,55.601,-4.226
ayrshire_saughall_2009.csv,55.601,-4.226
ayrshire_saughall_2010.csv,55.601,-4.226
ayrshire_saughall_2011.csv,55.601,-4.226
ayrshire_saughall_2012.csv,55.601,-4.226
ayrshire_saughall_2013.csv,55.601,-4.226
banffshire_banff-golf-club_2005.csv,57.661,-2.521
banffshire_banff-golf-club_2006.csv,57.661,-2.521
banffshire_banff-golf-club_2007.csv,57.661,-2.521
banffshire_banff-golf-club_2009.csv,57.661,-2.521
banffshire_banff-golf-club_2010.csv,57.661,-2.521
